,Long,Lat,title,datastreamName,datastreamDescription,observationType,unitOfCategory,phenomenonTime,resultTime,result,submitTime,imageStatus,parameters,licenseName,licenseURI,attributionDataSource,attributionDataAggregator,validationStatus,validationMethod,validationResult,qualityDescription,qualityGrade,observedPropertyName,observedPropertyDescription,observedPropertyDefinition,sensorName,sensorDescription,sensorEncodingType,sensorMetadata,locationName,locationDescription,locationEncodingType,latitude,longitude,volunteerName,volunteerDescription,volunteerProperties,featureName,featureDescription,featureEncodingType,featureLocation,type,coordinates
1172,1.71181,6.63876,GLOBE Observer Mosquito Habitats,Moquito Habitats 50082301,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/3/2018 16:08,11/3/2018 0:00,,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50082301,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH576340,140765,GeoJSON,6.63876009,1.711809993,User: 50082301,Benin GLOBE v-School,still: lake/pond/swamp,31NCH576340,140765,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.63876', 'location.locationDetails.stationaryProperties.longitude': '1.71181'}",Point,"['1.71181', '6.63876']"
1173,1.71089,6.64418,GLOBE Observer Mosquito Habitats,Moquito Habitats 50082301,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/3/2018 16:30,11/3/2018 0:00,https://data.globe.gov/system/photos/2018/11/03/893801/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893802/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893803/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893804/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893805/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893806/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893807/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893808/original.jpg; https://data.globe.gov/system/photos/2018/11/03/893809/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50082301,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH575346,140766,GeoJSON,6.644179821,1.710890055,User: 50082301,Benin GLOBE v-School,still: lake/pond/swamp,31NCH575346,140766,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.64418', 'location.locationDetails.stationaryProperties.longitude': '1.71089'}",Point,"['1.71089', '6.64418']"
1174,1.71452,6.63967,GLOBE Observer Mosquito Habitats,Moquito Habitats 50090071,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/3/2018 16:36,11/3/2018 0:00,,2/22/2022 9:16,1,12,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50090071,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH579341,140767,GeoJSON,6.639669895,1.714519978,User: 50090071,Benin Citizen Science,still: lake/pond/swamp,31NCH579341,140767,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.63967', 'location.locationDetails.stationaryProperties.longitude': '1.71452'}",Point,"['1.71452', '6.63967']"
1175,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 15:29,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907195/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,flowing: still water found next to river or stream,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1176,2.5875,9.31948,GLOBE Observer Mosquito Habitats,Moquito Habitats 47079859,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",8/29/2018 17:52,8/29/2018 0:00,https://data.globe.gov/system/photos/2018/08/29/828016/original.jpg,05:48.0,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47079859,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL547302,135976,GeoJSON,9.319479942,2.587500095,User: 47079859,Benin Citizen Science,still: lake/pond/swamp,31PDL547302,135976,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.31948', 'location.locationDetails.stationaryProperties.longitude': '2.5875'}",Point,"['2.5875', '9.31948']"
1177,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 15:38,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907196/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,flowing: still water found next to river or stream,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1178,2.51082,8.05943,GLOBE Observer Mosquito Habitats,Moquito Habitats 47047155,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/7/2018 6:31,9/7/2018 0:00,https://data.globe.gov/system/photos/2018/09/07/835802/original.jpg; https://data.globe.gov/system/photos/2018/09/07/835803/original.jpg,10:25.0,1,10,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47047155,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDJ461909,136413,GeoJSON,8.059430122,2.510819912,User: 47047155,CEG1 Save,container: artificial,31PDJ461909,136413,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '8.05943', 'location.locationDetails.stationaryProperties.longitude': '2.51082'}",Point,"['2.51082', '8.05943']"
1179,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 15:46,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907197/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,flowing: still water found next to river or stream,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1180,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 19:26,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907351/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,still: lake/pond/swamp,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1181,1.71454,6.63334,GLOBE Observer Mosquito Habitats,Moquito Habitats 50078801,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10:00.0,11/20/2018 0:00,,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50078801,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH579334,141941,GeoJSON,6.633339882,1.714540005,User: 50078801,CEG  Athiémé,still: lake/pond/swamp,31NCH579334,141941,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.63334', 'location.locationDetails.stationaryProperties.longitude': '1.71454'}",Point,"['1.71454', '6.63334']"
1182,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 14:56,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907153/original.jpg; https://data.globe.gov/system/photos/2018/11/20/907154/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,flowing: still water found next to river or stream,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1183,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 15:51,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907198/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,flowing: still water found next to river or stream,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1184,1.71003,6.6279,GLOBE Observer Mosquito Habitats,Moquito Habitats 50079401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",11/20/2018 19:15,11/20/2018 0:00,https://data.globe.gov/system/photos/2018/11/20/907350/original.jpg,2/22/2022 9:16,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 50079401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCH574328,141596,GeoJSON,6.627900124,1.71002996,User: 50079401,EPP HOUIN Centre B,container: artificial,31NCH574328,141596,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.6279', 'location.locationDetails.stationaryProperties.longitude': '1.71003'}",Point,"['1.71003', '6.6279']"
1185,1.89365,8.41274,GLOBE Observer Mosquito Habitats,Moquito Habitats 47067401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",8/20/2018 9:21,8/20/2018 0:00,,05:48.0,1,11,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47067401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PCK782301,135482,GeoJSON,8.412739754,1.893650055,User: 47067401,Université de Parakou,container: natural,31PCK782301,135482,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '8.41274', 'location.locationDetails.stationaryProperties.longitude': '1.89365'}",Point,"['1.89365', '8.41274']"
1186,2.5966,9.31949,GLOBE Observer Mosquito Habitats,Moquito Habitats 47079859,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",8/26/2018 17:28,8/26/2018 0:00,https://data.globe.gov/system/photos/2018/08/26/825248/original.jpg,05:48.0,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47079859,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL557302,135826,GeoJSON,9.319490433,2.596600056,User: 47079859,Benin Citizen Science,container: artificial,31PDL557302,135826,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.31949', 'location.locationDetails.stationaryProperties.longitude': '2.5966'}",Point,"['2.5966', '9.31949']"
1187,2.62119,9.31862,GLOBE Observer Mosquito Habitats,Moquito Habitats 47105298,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",8/20/2018 14:27,8/20/2018 0:00,,05:48.0,1,18,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47105298,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL584301,135491,GeoJSON,9.318619728,2.621190071,User: 47105298,Benin Citizen Science,container: artificial,31PDL584301,135491,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.31862', 'location.locationDetails.stationaryProperties.longitude': '2.62119'}",Point,"['2.62119', '9.31862']"
1188,2.58749,9.32581,GLOBE Observer Mosquito Habitats,Moquito Habitats 47079859,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",8/25/2018 17:21,8/25/2018 0:00,https://data.globe.gov/system/photos/2018/08/25/824674/original.jpg; https://data.globe.gov/system/photos/2018/08/25/824675/original.jpg,05:48.0,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 47079859,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL547309,135778,GeoJSON,9.325810432,2.587490082,User: 47079859,Benin Citizen Science,container: artificial,31PDL547309,135778,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.32581', 'location.locationDetails.stationaryProperties.longitude': '2.58749'}",Point,"['2.58749', '9.32581']"
